ID,Tweet,Labels
4432,Corona not only ruined being outside and me going to Chicago but it has ruined ranked league because kids are always on now,5 6 10
4433,I cant even get lit to broke in a minute anymore bc Corona Lashay DaVirus,3 6 10
4434,"This corona virus got me going crazy, I have no idea what to do when I get done with school.",3 4 7
4435,"I thank God that I'm still negative kule COVID19 , people please obey the rules StayAtHome . . Good morning everyone",0
4436,"UPS lost my Persona 5. Man fuck it, just give me the coronavirus",3 6
4437,Woow spreading corona knowingly is not a shame...evil design got exposed now comes the usual victim card,10
4438,Enough with modeling this corona guys. You cant build a model with low quality data that comes from government Note: Indonesia govt,6 9
4439,Take a break from COVID19 twitter and check out earthquake twitter. This joint is wild.,4 10
4440,hello Mike. Covid19 should give you something to write about. Hope you are keeping well.,0 10
4441,"COVID19 CoronaViruse Coronavirus Cases: 859,031 Deaths: 42,322 Recovered: 178,100",8
4442,One of the church mothers at my church died from Corona Virus yesterday,5
4443,Social distancing and CoronaVirus awareness song from garu.. StayHomeStaySafe Covid19 WeWillStayAtHome,0 4
4444,So bitches was outside fighting eachother aint AINT jump the Coronavirus weak ass bitches,6 10
4445,Someone tell me why t*e hom* d*pot is essential?? I DO NOT WANT CORONA BUT I STILL NEED A JOB Im losing my mind,4 5 6
4446,We were warned about the coronavirus by papa John and nobody took it seriously freepapajohn,5 10
4447,Can we create a new app thats just Twitter but a corona free zone!?!?,6 9
4448,My daddy was like if the Corona didnt take him out...if that child was lost...that sure would have,4 5 10
4449,Sorry Seb. Burning with urination and a urethral discharge arent symptoms of COVID19,4 6
4450,This Coronavirus shit just isnt gonna end huh and Im not buying that its some new virus cause that bitch spreaded too fucking fast,7 10
4451,Guess which celebrity hasnt gotten the coronavirus....... Chuck Norris. Coincidence? I think not.,10
4452,"NewsAlert Two COVID19 patients die in West Bengal, death count rises to six: Health official (PTI)",8
4453,Tomorrow being April 1st I am fully expecting the government to inform us that the coronavirus isnt real and life can return to normal.,0 10
4454,Wonder if the rashes are symptoms of cytokine storm syndrome associated with Covid-19?,4
4455,He has the blood of every American who dies from coronavirus on his hands for enabling our Idiot In Chief,5 6
4456,my baby rosie has corona you better believe my ass RAN TO NOOKS TO GET HER MEDICINE,4 5
4457,The Banks and the Oppenheimer's mmmmmmmmmmmmh people are going to make a lot of money from this veiled Corona Virus relief plans.,5 7 9
4458,"ya know, my mom would always joke about my birthday being canceled. well, thanks corona.",5 6 10
4459,"I have 12 Corona gake galle ebile, ke batla Savanna",5 10
4460,Soon as this corona shit over with issa wrap Im cutting tf up,0 9
4461,Traders Seek China's Masks to Help U.S. Hospitals Battle the Coronavirus,0 8
4462,"153,000 SEALED INDICTMENTS ESTIMATED DEATH TOLL CORONA 200,000 EACH SEALED INDICTMENT COULD BE BETWEEN 1-10,000+",8
4463,"Honestly, yall dont think itll be a turn around for this Corona virus? Like everything will be back to normal within 2 weeks?",5
4464,how the government should fight the corona virus so we can have jaripeo and baile szn pinches mamones,5 10
4465,Can you imagine if the whole government called April fools on this Coronavirus,3 10
4466,There better not be any I got coronavirus April fools jokes tomorrow,6
4467,"Kim Jae Joong just reveal that he was infected with the Coronavirus, this shouldnt be a joke. StayStrongKimJaeJoong",4 5 6
4468,Need this to be all cleared up by late summer so we can see everyones coronavirus and TigerKing Halloween costumes.,0 5 9 10
4469,Stassi's last tour was in Huntington which has a ton of coronavirus cases on Long Island. WWHL,4 8 10
4470,Another movie I probably would never have watched but due to the Coronavirus and no sports. The Kitchen Meh,6 10
4471,That is better way to enjoy the day against corona at home dear,0
4472,Yall better take this corona shit serious! Mfs dying everyday from this shit!! COVID19,6
4473,Proud of my boo for killing it this month @ work and joining the work from home crewwww (mainly due to coronavirus but still),0 4
4474,I dont want to hear any dumb Corona virus April fools jokes tomorrow. Nothing funny about whats going on right now. coronavirus COVID19,4 6
4475,So easter weekend coming up. How much you wanna bet we see an uptick of Covid19 spread in two weeks?,3 4 9
4476,Yes you may be the next corona patient . So please keep safe distance follow the rules to av corona virus .,0 1 3
4477,"Quarantine Trump. He is a global health risk. His impulsive, unintelligent actions are fuelling the global coronavirus crisis.",6
4478,"MadhyaPradesh - Twenty new coronavirus cases in State, total jumps to 86 coronavirus",8
4479,Ive spent the past two weeks recovering from coronavirus. There is work to be done.,0 9
4480,The Coronavirus loves smart Alec rich people sleep tight,5 10
4481,Those who said proudly - what can corona do to those is mosque and now. Super spreader are criminal nothing else.,6 7
4482,Happy Birthday Vix! Hope that despite COVID19 you still have a memorable day. Is it a special land mark today? 21?,0
4483,821 people died today alone for this corona shit yall not nervous yet ???,4 5 6
4484,The Coronavirus is THE BGGEST COCKBLOCK in History! and I thought my exs friend was bad,4 10
4485,"So Trumps medical advisors estimated that 100,000-240,000 people could die from the coronavirus here in the U.S.! COVID19 StayAtHome",4 8 9
4486,Good morning Have a blessed rainy day spent safely at home StayAtHomeAndStaySafe CoVID19,0 2
4487,am I the only one waiting for Corona Virus to pop out of nowhere again and be like April Fools yll...,10
4488,Make him spend 24 hours in an NYC ER. COVIDIOT coronavirus COVID19,3 6
4489,How many times do you think you've killed coronavirus from washing your hands?,0 9
4490,Is important to US avoid a lot of death due to covid 19. People there think that covid is a little thing,4 5
4491,How many people bought more perishable food than they could eat? GreedyHoarders PanicBuyers coronavirus,6 9
4492,What are the chances that ole Sleepy Joe Biden turns up with coronavirus before too long?,3 10
4493,bro i see JT EVERYWHERE lmaooo its a sign we should throw a lit ass party when this corona shit is over,0 10
4494,"Besides all the Coronavirus stuff going on, I'm happy and extremely blessed. Almost finished with grad school.",0 2
4495,Its April 1st. Will someone wake me up saying this was all part of a global April Fools coronavirus COVID QuarantineLife COVID19,0 3 4
4496,Pray Tahajjud in Sha Allahmake dua for the ummah. May Allah forgive us and may He remove corona virus before Ramadan In Sha Allah. Ameen,2
4497,I hate corona virus twitter please just give me back baby yoda twitter it was so simple,5 6
4498,MIT Joins a consortium of supercomputing resources to help speed the search for COVID19 solutions,0 1
4499,I am so done with having a temperature!!!! And a fever!!! Body please for the love of god stop now thanks corona,4 5 6
4500,Man this coronavirus isnt even allowing my family to mourn the way we supposed to...,4 5 6
4501,dudes getting the coronavirus gonna start talking bout how they beat the case like they tay-k,6 7 10
4502,TablighiJamaat COVID19 DelhiBurning NizamuddinMarkaz (:- Many people Spread corona. Kya ho raha hai !,5 6
4503,I bet that the wildlife in our neighborhoods are really enjoying their new found freedom. COVID19 wildlife StayHomeSaveLives,0 3 9 10
4504,Donald Trump makes the Emperor Nero seem like Winston Churchill COVID19 CoronavirusTruth,3 6 9
4505,Maybe if we give the bats some human soup this will all reverse itself. Coronavirustruth coronavirus,10
4506,Are Democrats and the Fake News Media rooting for the Wuhan coronavirus to destroy the economy to remove Trump? Please RT,6 7
4507,"Can we all agree that although he is not as bad as Dr. Birz, Dr. Fauci is no hero. He wont speak fully truthfully. coronavirus",6 7
4508,Sorry we dont wanna die like italy you are a virus bigger than corona!,6
4509,"Fuckkkk , I want my new phone my ring light . I wish corona would go away",0 5 6 10
4510,Cant wait for next seasons episode of Its Always Sunny in Philadelphia when they take on the coronavirus,0 5 9 10
4511,MAINLAND CHINA REPORTS 130 NEW ASYMPTOMATIC CORONAVIRUS CASES ON MARCH 31,8
4512,Makes a complete mockery of UK Coronavirus policy. Flights should have been stopped from high-infected areas weeks ago.,6
4513,"After 100s of Years of RESEARCH, what science can OFFER US is that; wash your hands __ COVID19 17mps COVID2019 UAE",3 6 10
4514,811 deaths in one day is daunting and begs for a new way to combat Covid-19,5
4515,"Yes, thanks to and we are now offering Spanish COVID-19 updates.",1 5
4516,They say this Corona shit started in China..you know who really started this shit? ...I know yall know..YES INDEED. CAROLE FUCKIN BASKIN,6 10
4517,All the pigeons probably think we r extinct Quarantine COVID19 COYS coronavirus lockdown StayAtHome,10
4518,2am playstation party chats hit differently. fuck Corona Virus.,0 10
4519,I freaking hate AprilFoolsDay and this is the worst one ever. coronavirus,6
4520,The government better announce that the corona virus was an April fools joke,4 10
4521,Tonight the ambulance came to our block here in the south Bronx. I hope the person survives COVID19,2 4
4522,Over 800 deaths from corona today in the us! Im actually starting to fear this shit not take it lightly,4 6
4523,Everybody: SOCIAL DISTANCING CORONA Peoples Snapchat stories: *house parties with a fuck ton of people within close proximity*,6 10
4524,January - Brexit February - Valentines March - Coronavirus April better not let me down,0 6 10
4525,No AprilFoolsDay games this year we're still busy fighting COVID19 !!,4 6 9 10
4526,"God US people of the world ask for one saving blessing, Coronavirus Will End , AMEN",2
4527,Is anyone else waiting today for the world's leaders to jump out and shout 'April Fool!'? coronavirus AprilFoolsDay COVID19 COVID19,0 10
4528,Don't expect any giveaway today.These yeyebrities go April fool your life. Happy new month Fam AprilFoolsDay COVID19,0
4529,haven't done my own nails in YEARS corona really tryna make me go out sad,5
4530,"my mom has been off since friday, if corona wasnt an issue i would run away from home",6 10
4531,Due to corona virus my summer body will be postponed for 2021. Thanks for understanding Lockdown21,10
4532,Is it me or does this whole corona thing got everyone craving wings? Cause same,4 5 10
4533,536 new cases and 25 new deaths in Switzerland [11:29 GMT] coronavirus CoronaVirusUpdate COVID19 CoronavirusPandemic,8
4534,I see companies still working when a employee has tested positive for coronavirus. It's all about the money. The company does not care.,6
4535,'Finally corona virus get over from India' Make me April fool by speaking this Aprilfool,6 10
4536,Been praying for time off for awhile now Just to rest and spend time with my child Never knew it would take coronavirus for it to happen,0 1 2
4537,"This Coronavirus exposing the ugly out you hoes, keep revealing lord...",0 2 6
4538,Check behind your Lysol spray and where it say kills in 30 seconds *Human Coronavirus* And I had this Lysol for more then 3 month,3 7 10
4539,Because of the coronavirus I actually forgot about april fools and went crazy when i saw the video made my night anyways,0 10
4540,"Need this corona shit to end ASAP no Rocky, Im trying to live my life man",4 5 6 10
4541,Gratitude to those who are involved to safeguard our lives from fatal Corona virus. Thanks to them. LetUsPrayForCoronaFighters,1
4542,do u ever wonder what has happened in the world since the coronavirus outbreak that the news isnt covering,3 5
4543,Would it be safe to assume that people who die from COVID19 can't donate tissue or organs? leavingmybodytoscience,3 4 9
4544,My dad was a dad joke kind of dad seriously so corny and annoying. I wish I could hear him crack jokes about the corona virus.,0 5 6
4545,rustie has come back online to defeat coronavirus and save humanity from itself,10
4546,COVID19 JammuAndKashmir 11 new cases in Kashmir Division and 3 New Cases from Jammu. Total so far is 139.,8
4547,"We've passed one week under stay-home orders. We'll mark the occasion with dessert, but first comes our daily coronavirus thread.",0 8
4548,Imagine if this coronavirus stuff was happening when Pokemon Go released. We would all be dead,10
4549,Corona=Crown in Spanish. How about in commemoration of the times you call it Royalty.,6 9 10
4550,"Alabama,Louisiana,Texas and Mississippi stats for Covid19 will be rising....soon.",3
4551,Corona has taken over the world. Scientist are trying to find the cure and this guy still asking about this?? -_-,1 6
4552,Coronavirus was actually an elaborate April fools joke that every government in the world was in on. AprilFoolsDay laughsforQuarantine,6 10
4553,How much money have you donated to fight the Corona virus Nancy,1 7 9
4554,"All this shit going on has just proved that no, you cannot, in fact, save money by just staying home home. STILLBROKE COVID19",3 6 9
4555,Fauci: Mask-wearing recommendation under very serious consideration.. USA.. coronavirus..,1 8
4556,"[RTRS] 31 Mar - NUMBER OF CONFIRMED CORONAVIRUS CASES IN GERMANY RISES TO 67,366 (+5,453), DEATHS TO 732 (+149) - RKI HEALTH INSTITUTE",8
4557,Why tf this stupid ass coronavirus gotta start right before you birthday!,6
4558,Excited for all of the Corona related April Fools jokes tomorrow. They sure wont get old quickly!,6 10
4559,"also openly transphobic, made people believe he had coronavirus and was poor etc hes just a sad loser",4 5
4560,"Boy, lemme tell ya I wish corona beer was as strong as corona virus.",10
4561,"60 new coronavirus cases in Maharashtra; state tally jumps to 1,078: Health official",8
4562,why would someone be so insensitive to pull a prank about coronavirus he basically threw his entire career away,6
4563,Popular No.1 Topics in Australia! Andrew_Jack Coronavirus Star_Wars_sequel_trilogy Star_Wars:_The_Last_Jedi Star Wars: J,6 8 9
4564,They dead got TTime working a Coronavirus testing site talking about bitch work,3 10
4565,18 COVID19 patients were discharged today in Palestine. It's good news we all needed,0
4566,I wonder what people from other countries think of Trump and how he is handling the corona virus in America...,3 4 9
4567,who is coronavirus and why is her body count so high??? not to sl*t shame or anything but that's a lot...,6 10
4568,"Bitches really do think its a competition when we have the most cases of the corona virus, like yes you dumb bitch catch the virus",10
4569,Yea I cant do quarantine anymore... if corona isnt taking my ass out insanity will,6 10
4570,Designate a general to be a coronavirus czar to handle the logistics to get PPE where it needs to be.,1 6
4571,Madam Can you help India to get Covid19 Testing kits to,0 1 4 9
4572,How do I make sure Im properly maintaining 6ft of social distance? I havent worn deodorant in weeks. covid19 socialdistance,10
4573,It's a new month and anyone who has spammed me with coronavirus videos and memes on WhatsApp is being left in March. blocked,6 10
4574,Remarkable insight by on the possible scenarios in the AC (After Corona) world,0 9
4575,how is it china has less coronavirus cases than the USA something dont add up thefinal5,7 9
4576,Oh ok. They are recommending ics to not go say goodbye in person bc of covid-19.,0 4 5
4577,Need the latest info on business resources regarding COVID 19? Our website has updated FAQs and more!,8 9
4578,yes its important to stay informed yada yada but i am sick of corona virus news!!!!!!!!!!!!!!!,6
4579,"RIP JeffGrosso Skateboard Legend , This CoronaVirus is serious, please stayhome and stay safe",0 5
4580,Only the most shameless Trump apologists would attempt this desperate argument COVID19,6 10
4581,Corona is turning everyone Muslim. Everyone is gonna be in abayaas soon,10
4582,"Personally, I am donating my one year's salary to the CMRF Covid19 ... COVID19 Corona Karnataka",0 2 5
4583,Great job from this morning. Holding Robert Jenrick MP and gov to account over COVID19,1 9
4584,3132043163 Udensi Celestine ifeanyi First Bank UmuabaConnectCOVID-19giveaway,0 9
4585,"In an already struggling economy, the corona virus is causing massive losses to the small scale industries God save our country",2 9
4586,Palace and Evisu dropping a collab!? Fuck the coronavirus! Why didnt anyone tell me!,6 9
4587,My brother goes to meps tomorrow ... then they can ship him to boot camp at any time the base is clear of the coronavirus ...,0 5 8 9
4588,I swear were fighting two viruses: Coronavirus and Stupidity,6 10
4589,i dont even have the words for the way this fucking coronavirus is ruining my life,6
4590,"2 more Coronavirus positive case reported, raising total to 188 in Sri Lanka - Health Ministry LKA",8
4591,Coronavirus this coronavirus that stfu news tell me something other than that bitch ass hoe,6 10
4592,if coronavirus doesn't leave jaejoong's body soon my dude was just doing tik toks with his cats c'mon,3 6 10
4593,okay im introverted and all but after the corona business is over i dont think i ever want to be alone again,5 9
4594,"Due to COVID19 Tomorrow I Will Be Giving Away $10-$10,000 To People Who Follow These Steps! Its Easy Jus Follow Retweet",0
4595,Just smoked with my mom for the first time ever. This corona really changing things. coronavirus coronauana,9 10
4596,Coronavirus is forcing Nigerias leaders to confront the broken health system they rarely use......,5 6
4597,Criminal proceedings against your business will be the last thing you need post- Covid19! Be aware.,3 6
4598,Non-coronavirus patients will be placed on the ships. Infected patients stay in the hospital. Good question.,0 5 8 9
4599,Triple A really just gave me a fatass discount cus of this Corona shit only good thing about this,0 1
4600,RubikaLiyaquat mam jannat cities due to corona outbreak are converted into heapes of bodies,3 5 9
4601,Despite my past and despite the corona virus... God keeps me excited about my future,0
4602,toxic parents+having to stay home because of corona= getting yelled at for anything and everything i do.. really out here missing school,5 6
4603,"RIP Global coronavirus death toll passes 42,000. Hope people would stay at their homes to fight against this Virus COVID19outbreak",0 4
4604,Congratulations Corona has come to India and converted to Islam ... Dalal Media taught Kalma.,6 10
4605,"Not to be selfish or anything, corona better not fuck up me n my mans holiday.",6 10
4606,March 2014-Ebola virus.March 2020 - Corona virus. After they will tell us that kings and queens are born in March. Virus children.,6 10
4607,Almost every article or story seems to be about a man in serious condition or passing away from Coronavirus. Few women.,5 6
4608,Sigh I was watching Nick Centineo be all scruffy cute he had to go white it up spew some pro-America corona propaganda nonsense,5 7 10
4609,"The fight for truth is now crucial in the fight against coronavirus Lies spread the infection, slow scientists, kill innocent people.",0 4 5 6
4610,Lbr Ne-Yo and Meg Thee Stallion could make a banger so good it ends coronavirus,0 6 10
4611,Read Siddhartha Mukherjee on the Coronavirus in the latest issue of Google it. Great piece as usual.,6 8 9
4612,if corona has impacted you financially like this tweet. I have money for a few of you. love you bye.,0 5 10
4613,Peep how it hasnt really rained in Miami since this whole corona thing started,4 5
4614,"Instead of checking scores, my husband is checking confirmed cases and deaths Coronavirus",4 5 6
4615,This 21 days lockdown is working so far to stop that rapid increase of this corona maybe they should add another month what do you think?,0 1
4616,Stay away from this testing centres!! Parasites will make up shit to vaccinate you!!! CoronaVirus,4 7
4617,This Corona weh Government refuse answer me ghen I go spread am to all my fans.,6
4618,Not that lil kpop boy joking about having corona... when so many people have d*ed....,6
4619,If that video really how the coronavirus test look Im not getting tested,4 10
4620,"Yes, you heard correctly-SO basically we do not know what the actual number of deaths are from the Coronavirus??",7 9
4621,I just keep saying to myself what if tomorrow they tell us all this coronavirus is an April fools joke....,0 4 8 10
4622,Do not lose focus because these worldly things will try to distract you !! coronavirus StayAtHome stayhealthy staysafe,0
4623,I'm an unsettled teacher about returning to work in the midst of Covid19. I kind of freaks me out to be honest!,4
4624,Experience is the best teacher. Congratulations for first hand experience. Hope you enjoyed it? COVID19,10
4625,Its April 1st when is the government gonna announce that the coronavirus was a joke,10
4626,The corona got you niggas bored. An idle mind is fosho the Devils Workshop. Better get a hobby lil hoe.,6 9
4627,I need to stop touching the money in my savings ima need corona to go away so the club can open back up immediately,0 5 6
4628,Did China stop counting Covid_19 cases or what ? Lol,10
4629,Mombasa county combating Covid19. Well done 001. governerofthemoment,1
4630,Prayers for Chris. Side note...nice basement. COVID19,2
4631,Stop spreading false news about the armed forces but rather lets direct that energy in fighting the coronavirus,0
4632,pride is cancelled this year. so coronavirus is also homophobic? thats crossing the line,4 7 10
4633,Fuck that nigga named corona virus I think my phone got it bc its acting so fucking retarded,6 10
4634,35 New deaths in Portugal. Total deaths in Portugal: 380 1 New death in Croatia. Total deaths in Croatia: 19 Covid_19 COVID2019,8
4635,Calling all the its April fools and theres still coronavirus tweets right now,3 6
4636,everytime i get on here somebody done tested positive for corona.. dat shit just makes me paranoid i need to stay off here.,4 6
4637,The TPing scene just seems so wrong in todays climate. PumpRules coronavirus COVID19,3 6 9
4638,Please be careful of April fool it can kill person faster than this corona virus woo,3 4 10
4639,"April Fools !!! The corona is fake, you guys got us good... right ?",10
4640,Dr Anbumani says lockdown is the only way to combat the Coronavirus outbreak. PMKcallsCurfewExtension,8
4641,Even there are Corona virus my heart needs beautiful things and my heart filled with imagine of my favorite singers!,0
4642,"Happy new month y'all,my birth month is here, God please let this month be a better one this covid19 must stop too inshallah. April15",0
4643,alright governments worldwide its officially april fools you can tell us this corona shit was all a joke cmon now,5 6 10
4644,"thank you for working toward Coronavirus aid going to people, not oil corporations! FamiliesFirst",1
4645,Maybe those Lantern Flies from China a few years ago brought the Corona Virus over to America MyTheory,7 10
4646,"Corona Virus, Flu Virus, Miley Cyrus IDGAF They bet not close the liquor store.",10
4647,"Biden Promises Running Mate To Be Woman, Minority, Coronavirus-Positive",4 9 10
4648,Everybody is sleeping. I stand and watch. Be awake my friends. Don't start to love your chains COVID19 coronvirusitalia coronavirus,0 3 4
4649,"if you ate at ponderosa on e state street, youre immune to the coronavirus",0 10
4650,FDA authorises use of unproven malaria drugs to treat coronavirus A two-minute test kit gets approval too Src toi,8 9
4651,Friendly reminder COVID19 is real and pls stay at home so we can all go out later,0
4652,What if some COVID19 tests really test for common cold or flu and come up positive.,4 7 9
4653,Crazy how Dallas became a ghost town COVID19 COVID lockdown CoronavirusPandemic COVID19,5
4654,lol corona got ppl afraid to even look in your direction in public,10
4655,trumps plan to keep the number of Covid-19 cases down is simply to not test to see who has it.,1 7
4656,"Somebody who is using these Corona isolation times well, by making art Would love to pet this pussy",0 10
4657,Kelvin lost his mother to the coronavirus. Please lets pray for him his family...,2
4658,The corona virus has turned this man into Bane so when this is over we gonna have to fight Bane all hell naw,6 10
4659,Finally found a country with a worse reaction to COVID-19 than the US!,3 6 9 10
4660,CORONAVIRUS UPDATE: Do not try the wheelbarrow on cats. They like it even less than dogs do.,3 5 9 10
4661,I sweat more doing tik toks than I did on my run today. Corona please leave so I can delete this app,5 6 10
4662,The CDC and the WHO downplayed the corona virus ! Get your facts right,6
4663,I would like very much to be congratulated for not breaking into my chocolate stash until today CoronavirusNewYork coronavirus,0 10
4664,Retweet this for a Fuck Covid19! or a Fuck Coronavirus!. Follow me and reply w/ your CashTag for a chance to win some big bucks!,10
4665,Covid19 Highest ever unemployment. 6.5 earthquake north of Boise Idaho. President Obama we need you.,4 5 10
4666,saw this thing that said rats and snakes cant get covid19 which means some of yall are safe,10
4667,Whats the first thing youre doing in the post-corona world?,0
4668,Why does John Horgan have a lacrosse stick beside him? bcpoli COVID19 coronavirusbc,9
4669,The cure for corona isnt boiling citrus.... its (1) glass of vernors,10
4670,If youre thinking about doing a Coronavirus joke for April Fools Dont be a fucking idiot :),6 10
4671,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19,4 7 8
4672,Can someone please tell how many Corona are being tested in India at this time.,4 6 9
4673,"Yeah, that flu is worse than coronavirus statement being peddled all over social media didn't age well, did it?",5 6 9
4674,My uncle walked into my room and looked at me with disappointment and said this is where corona started and walked out,10
4675,[ Covid19inSA] 46 new coronavirus cases confirmed. This takes the total number to 1353. 5 deaths have been confirmed.,8
4676,Can you imagine how much better the world would be without the US stock market? COVID19 coronavirus StockMarket EndTheFed endoftimes,6 9
4677,i bet theres gonna be alot of people who suddenly get diagnosed the corona virus in about an hour,3 4 9
4678,lmao this corona virus isnt gonna affect my birthday because ive never celebrated it,10
4679,good evening its quarantine day god knows what and my mom is on the phone having her daily corona virus conference,0 10
4680,its harder to get a good guy than get rid of covid19 -chloe iykyk,5 10
4681,Can we have David Blaine's next stunt be that he gets locked in a sealed box in Times Square with all the Corona virus for two weeks?,6 10
4682,"4 new recoveries in Madagascar totaling 11 in this place. Already 618,220 worldwide. coronavirus covid19 Madagascar",8
4683,bats everywhere will become the reservoir for a SARS-like coronavirus.,3 4
4684,First week of corona my store was up 60% compared to last year,0
4685,"CORONAVIRUS TRUMP Wed, 8 Apr 2020 06:00:00 CDT",5 6 9
4686,Corona virus better pop out tomorrow like Aprils fools niggas so we can go back to living normal,5 10
4687,China wrong for the first phase of Covid19. The second phase is all cuz u indifferent westerners. Stay mad.,5 6 10
4688,Non disclosure of corona information is a terrorist act. Those not coming forward for testing should be declared terrorists TablighiJamaat,6
4689,MY MOM CALLED ME AT MIDNIGHT TO UPDATE ME ON CORONAVIRUS LIKE... jesus timing!!!!!!,6
4690,"I think the first bat to get coronavirus, originally got it from a cruise ship.",7 9 10
4691,100k to 240k US deaths is trumps prediction? Does that mean it will really be 2 million? coronavirus Trump,4 6 9
4692,West Godavari lo 14 Positive Cases out of them 9 People From Eluru coronavirus AndhraPradesh,5 8
4693,A reminder that tomorrow is April and Corona Virus Aprils Fools Jokes arent funny...,6
4694,Corona was released by China to damage the american economy...that is a DECLARATION OF WAR.................,6 7 9 10
4695,John Grant talks us through the data sets used to track the impact of COVID19 on aviation OAGWebinar,8
4696,lets stop talm bou the coronavirus please damn yall giving the virus more clout thats wat it want yall to do,6 10
4697,"Dear corona virus, Youre moms a hoe Sincerely everyone.",5 6 10
4698,anyone wanna make a stupid corona group chat i wanna talk to ppl,6 10
4699,"Um, fever is not the only symptom of coronavirus, so that is hardly a comprehensive test. maddow",4 9
4700,What if we wake up tomorrow and the government says April fools we made up COVID19 as a joke... one could only dream!,0 10
4701,Spring break is cancelled. No Coachella and Viva Las Vegas. It will reopen after the COVID19 outbreak is over.,0 5 8
4702,My dads so freaked out about corona that hes making my sister move to our other house for the month luckybitch,10
4703,i'm prepared to lock myself away from the world tomorrow just to avoid shitheads with bad coronavirus jokes,0 3 6
4704,China must compensate to every country seriously afected by Covid19! Starting for poorers ones!!,6 9
4705,Coronavirus really got me roasting kids in COD Lobbies,10
4706,I'm about to go full-blown conspiracy theorist on this Japan coronavirus thing after the bullshit I've had to deal with.,6 7
4707,The conspiracy theorist in me is kicking up steam about Corona so let me find something to watch ASAP,5 7 10
4708,"Didnt the CDC say COVID19 can live on mail indefinitely, specifically on bills? COVID19 CoronaLockdown",4 10
4709,IT WAS ALL A JOKE! THERE IS NO CORONAVIRUS! Now go back to work and feel privileged to have any money at all. AprilFools,10
4710,BCG vaccines and trained immunity for COVID19. Interesting. Trying to find more studies about it,0 8
4711,If you havent followed them yet then go follow for all the latest coronavirus news in India,3 8 9
4712,Anyone else think that Trump tested positive today and thats why the change in attitude? COVID19 coronavirus TrumpPressConference,4 9
4713,It's a new month anyone and who has spammed me with coronavirus videos and memes on WhatsApp is being left in March. blocked,6
4714,I just remember a thing I did 4 months ago? I WANT TO KILL MYSELF ! CORONA GET THIS FUCKING CLOW,3 6
4715,Yall going be mad aasf if the coronavirus one big ass April fools joke,6 10
4716,So someone tested positive for the Covid_19 and they closed my job for 3 days to sanitize. iMessageMadness Games,0 4
4717,"First corona, now Lele Pons is on my Explore page! What have I done wrong to desrve such ruthless punishment",5 6
4718,no one: everyone tomorrow: CORONAVIRUS IS GONE HAHAHAHA APRIL FOOLS I GOT YOU,10
4719,Remember the Republicans and the president called a democrat hoax for COVID-19!,6
4720,"If this corona doesn't fuck off soon, I'm gonna kick it in the virushins. Sorry for the pun.",6 10
4721,"Wow, as if covid19 wasn't bad enough- Bob Dylan has released a new song- a 17 minute ballad about the assassination of JFK.",6 10
4722,"Breaking FoxNews Alert : Coronavirus death toll in US reaches 4,000",8
4723,da way i got da whole tl quoting that vid of the lady getting checked for corona lol my impact,3 10
4724,"CoronaVirusUpdates 16 new coronavirus cases, Maharashtra Covid-19 numbers jump to 320",4 5 9
4725,I think its safe to say trumpisfired - dont trust anything he says - believe science and doctors ONLY! COVID19 WeAreInThisTogether,6 7 10
4726,Sandoval tp-ing Jaxs House is so triggering in these crazy corona times! PumpRules,6 10
4727,Everyone in my neighborhood has apparently purchased a dog and walking shoes in the past two weeks. coronavirus,0 1 9
4728,This Coronavirus shit getting serious . My jokes are slowly coming to a minimum,10
4729,"Corona Virus will end soon in Jesus name claim it,Amen!",2
4730,ight everyone April fools haha coronavirus isnt even real pls,0 10
4731,"Now Playing on 234Radio, BabyFace - Mad,Sexy,Cool. Together, we can defeat coronavirus disease (COVID-19) LetsFightCovid19 CovidNGR",0
4732,People are dying from the coronavirus and healthy people are getting horny on the tl and wont shut up about how bored they are...,6 9
4733,Corona took my summer before it even started.... I bought these thot outfits for no reason,5 6
4734,Mfs said I aint taking this corona virus seriously Im like na corona virus aint taking me seriously,10
4735,"What do you think is more lethal, the war with Coronavirus or Twitter wars? Lynda said the war on drugs.",9 10
4736,"Coronavirus shock is pushing global growth toward zero, SP says",5 8
4737,Tomorrow is april fools and if i see any jokes about the coronavirus i will literally commit alt f4,6
4738,My mom accused me of having corona because my eyes were really red ummm no Karen I was crying cause I cant stand being in this house,5 6 10
4739,"Twitter summary, March 2020: &gt;Doom Eternal &gt;Animal Crossing: New Horizons &gt;Coronavirus quarantine",3 6 9
4740,corona if u stop istg i promise to never complain ab going out ever again but pls stop,3 5
4741,Updates on coronavirus ( COVID19) preparations resources from our Rural Capital Area community partners:,8
4742,Stay the hell inside and dont make us miss football season you selfish fucks Coronavirustruth COVID19,6
4743,India Today running a segment with 'Hydroxychloroquine Sanjeevani for corona' flashing on the screen,1 8
4744,ill believe the corona was in those damn popeyes sandwiches before I believe its in the 5g,7 10
4745,"Literally so content with life, this corona virus can still smd tho",0 4 6
4746,"Someone should pls remind COVID2019 that this is April o,we left March already (it month )so bye bye to corona",0 10
4747,Italy closes ports to ships carrying migrants and refugees because of the coronavirus pandemic.,8
4748,"NEW: India reports 272 new cases of coronavirus in 24 hours and 6 new deaths. A total of 1,619 cases and 49 deaths.",8
